cell_id,edit_lines,p_nominal,rate_lambda,tau,model_expected_overlap_pairs_p_lambda_tau_squared,first_order_overlap_pairs_per_time_all_agent_pairs,selection,same_structural_inclusive_median_E_position,same_structural_inclusive_median_E_target_tau,same_structural_inclusive_median_E_tau_ci_low,same_structural_inclusive_median_E_tau_ci_high,same_any_content_median_E_position,same_any_content_median_E_target_tau,same_any_content_median_E_tau_ci_low,same_any_content_median_E_tau_ci_high,same_content_only_median_E_position,same_content_only_median_E_target_tau,same_content_only_median_E_tau_ci_low,same_content_only_median_E_tau_ci_high,cross_structural_inclusive_median_E_position,cross_structural_inclusive_median_E_target_tau,cross_structural_inclusive_median_E_tau_ci_low,cross_structural_inclusive_median_E_tau_ci_high,cross_any_content_median_E_position,cross_any_content_median_E_target_tau,cross_any_content_median_E_tau_ci_low,cross_any_content_median_E_tau_ci_high,cross_content_only_median_E_position,cross_content_only_median_E_target_tau,cross_content_only_median_E_tau_ci_low,cross_content_only_median_E_tau_ci_high,overlap_pairs_per_time_n,overlap_pairs_per_time_mean,overlap_pairs_per_time_ci95_low,overlap_pairs_per_time_ci95_high,first_failures_per_time_n,first_failures_per_time_mean,first_failures_per_time_ci95_low,first_failures_per_time_ci95_high,mean_first_failure_overlap_lines_n,mean_first_failure_overlap_lines_mean,mean_first_failure_overlap_lines_ci95_low,mean_first_failure_overlap_lines_ci95_high
b6b215524f557569,4,0.00343506381915,1,0.125,5.36728721742e-05,0.00257629786436,n=4; dependency=0; avoidance=0; clean_first Figure 5 slice,below interval,8.00717732496,7.31411563496,8.75063190875,below interval,7.54858855199,6.86184765089,8.28970505148,below interval,6.7843455202,6.10799266886,7.52273151865,below interval,12.5402452505,10.8244942784,14.384271295,below interval,12.3671186777,10.6604067123,14.205933312,below interval,10.4547765541,8.84128444856,12.2474159107,30,0.002864583333333333,0.0017076216335521622,0.004021545033114504,30,0.002864583333333333,0.0017076216335521622,0.004021545033114504,16,2.4270833333333335,1.9868212191710237,2.8673454474956435
8e389ad71c19e48e,16,0.0155623181419,1,2,0.0622492725676,0.186747817703,n=4; dependency=0; avoidance=0; clean_first Figure 5 slice,below interval,3.76192130826,3.43630799488,4.11121014339,below interval,3.54646774619,3.22382405738,3.89465810569,below interval,3.18741211031,2.86964892111,3.53431962948,below interval,5.89164119942,5.08554937956,6.75799904164,below interval,5.81030310522,5.00845797942,6.67421252972,below interval,4.91184909437,4.15380039802,5.75406451185,30,0.18333333333333332,0.17129788583322858,0.19536878083343806,30,0.17682291666666666,0.165580557318732,0.18806527601460132,30,8.295686459961672,8.032224803940673,8.559148115982671
a7a47b831a79b459,16,0.0155623181419,1,8,0.995988361082,0.746991270811,n=4; dependency=0; avoidance=0; clean_first Figure 5 slice,above interval,3.76192130826,3.43630799488,4.11121014339,above interval,3.54646774619,3.22382405738,3.89465810569,above interval,3.18741211031,2.86964892111,3.53431962948,above interval,5.89164119942,5.08554937956,6.75799904164,above interval,5.81030310522,5.00845797942,6.67421252972,above interval,4.91184909437,4.15380039802,5.75406451185,30,0.676171875,0.6501076448144693,0.7022361051855307,30,0.5760416666666667,0.5552995629847337,0.5967837703485996,30,8.672317002192603,8.532248942719415,8.812385061665791
eac6c4cb4c32c449,16,0.0155623181419,1,32,15.9358137773,2.98796508325,n=4; dependency=0; avoidance=0; clean_first Figure 5 slice,above interval,3.76192130826,3.43630799488,4.11121014339,above interval,3.54646774619,3.22382405738,3.89465810569,above interval,3.18741211031,2.86964892111,3.53431962948,above interval,5.89164119942,5.08554937956,6.75799904164,above interval,5.81030310522,5.00845797942,6.67421252972,above interval,4.91184909437,4.15380039802,5.75406451185,30,3.021744791666667,2.8524654942959415,3.191024089037392,30,1.515625,1.4609225666940626,1.5703274333059374,30,10.925455545660144,10.789139134446238,11.06177195687405
35cfc00159d6ed4f,64,0.0687233214314,1,0.125,0.00107380189737,0.0515424910736,n=4; dependency=0; avoidance=0; clean_first Figure 5 slice,below interval,1.7901720861,1.63522363909,1.95638691926,below interval,1.68764496736,1.53410966501,1.85333707284,below interval,1.51678244153,1.36556960513,1.68186408635,below interval,2.80363430073,2.42004225919,3.21590491956,below interval,2.76492823172,2.38335704935,3.17603373073,below interval,2.33738412352,1.97665419195,2.73816617272,30,0.057942708333333336,0.05149944947018045,0.06438596719648622,30,0.05520833333333333,0.049101694787202256,0.06131497187946441,30,33.78453705221507,31.6396827793627,35.92939132506744
c126fad2631a7e34,64,0.0687233214314,1,0.25,0.00429520758947,0.103084982147,n=4; dependency=0; avoidance=0; clean_first Figure 5 slice,below interval,1.7901720861,1.63522363909,1.95638691926,below interval,1.68764496736,1.53410966501,1.85333707284,below interval,1.51678244153,1.36556960513,1.68186408635,below interval,2.80363430073,2.42004225919,3.21590491956,below interval,2.76492823172,2.38335704935,3.17603373073,below interval,2.33738412352,1.97665419195,2.73816617272,30,0.11588541666666667,0.10726598555942138,0.12450484777391196,30,0.11158854166666667,0.10336637427324695,0.11981070906008638,30,34.41419309422221,33.248246800257434,35.58013938818699
0efafcc7e8672070,64,0.0687233214314,1,0.5,0.0171808303579,0.206169964294,n=4; dependency=0; avoidance=0; clean_first Figure 5 slice,below interval,1.7901720861,1.63522363909,1.95638691926,below interval,1.68764496736,1.53410966501,1.85333707284,below interval,1.51678244153,1.36556960513,1.68186408635,below interval,2.80363430073,2.42004225919,3.21590491956,below interval,2.76492823172,2.38335704935,3.17603373073,below interval,2.33738412352,1.97665419195,2.73816617272,30,0.23411458333333332,0.22166634745275354,0.2465628192139131,30,0.21901041666666668,0.20736765312368155,0.2306531802096518,30,34.539440783505164,33.70108909464348,35.37779247236685
a7bcd6b772a6a811,64,0.0687233214314,1,1,0.0687233214314,0.412339928589,n=4; dependency=0; avoidance=0; clean_first Figure 5 slice,below interval,1.7901720861,1.63522363909,1.95638691926,below interval,1.68764496736,1.53410966501,1.85333707284,below interval,1.51678244153,1.36556960513,1.68186408635,below interval,2.80363430073,2.42004225919,3.21590491956,below interval,2.76492823172,2.38335704935,3.17603373073,below interval,2.33738412352,1.97665419195,2.73816617272,30,0.4373697916666667,0.41862852441848336,0.45611105891485,30,0.39348958333333334,0.37721741652446455,0.4097617501422021,30,35.55865687936961,34.860341647658736,36.25697211108048
0573c77147ccd4ce,64,0.0687233214314,1,2,0.274893285726,0.824679857177,n=4; dependency=0; avoidance=0; clean_first Figure 5 slice,above interval,1.7901720861,1.63522363909,1.95638691926,above interval,1.68764496736,1.53410966501,1.85333707284,above interval,1.51678244153,1.36556960513,1.68186408635,below interval,2.80363430073,2.42004225919,3.21590491956,below interval,2.76492823172,2.38335704935,3.17603373073,inside interval,2.33738412352,1.97665419195,2.73816617272,30,0.8173177083333333,0.7909723625790378,0.8436630540876288,30,0.6697916666666667,0.654050719828642,0.6855326135046913,30,36.68429052347245,36.24424734206571,37.124333704879184
2eff6cd450e5fa76,64,0.0687233214314,1,8,4.39829257161,3.29871942871,n=4; dependency=0; avoidance=0; clean_first Figure 5 slice,above interval,1.7901720861,1.63522363909,1.95638691926,above interval,1.68764496736,1.53410966501,1.85333707284,above interval,1.51678244153,1.36556960513,1.68186408635,above interval,2.80363430073,2.42004225919,3.21590491956,above interval,2.76492823172,2.38335704935,3.17603373073,above interval,2.33738412352,1.97665419195,2.73816617272,30,3.4911458333333334,3.3300401660585686,3.6522515006080982,30,1.6352864583333333,1.5973153843633938,1.6732575323032728,30,44.47321417710866,44.02294561960931,44.92348273460801
21dd4162be8984ff,64,0.0687233214314,1,32,70.3726811458,13.1948777148,n=4; dependency=0; avoidance=0; clean_first Figure 5 slice,above interval,1.7901720861,1.63522363909,1.95638691926,above interval,1.68764496736,1.53410966501,1.85333707284,above interval,1.51678244153,1.36556960513,1.68186408635,above interval,2.80363430073,2.42004225919,3.21590491956,above interval,2.76492823172,2.38335704935,3.17603373073,above interval,2.33738412352,1.97665419195,2.73816617272,30,16.123567708333333,15.376743788662589,16.87039162800408,30,2.1376302083333334,2.102089456023905,2.1731709606427616,30,56.75091986055369,56.4569392273322,57.044900493775174
